Order_ID,Date,Product,Category,City,Quantity,Unit_Price
1182,2026-06-29,Pen Pack,Stationery,Prayagraj,4,80
1183,2026-05-07,Office Chair,Furniture,Raebareli,4,8140
1184,2026-03-24,Laptop,Electronics,Varanasi,5,43880
1185,2026-06-22,Smartphone,Electronics,Kanpur,5,22190
1186,2026-05-28,Laptop,Electronics,Prayagraj,1,46180
1187,2026-05-13,Tablet,Electronics,Varanasi,4,16670
1188,2026-04-22,Tablet,Electronics,Raebareli,4,16750
1189,2026-04-15,Power Bank,Accessories,Prayagraj,3,1370
1190,2026-03-26,Smartphone,Electronics,Kanpur,4,22430
1191,2026-05-21,Keyboard,Accessories,Varanasi,1,1190
1192,2026-03-24,Mouse,Accessories,Prayagraj,1,730
1193,2026-01-01,USB Cable,Accessories,Raebareli,5,350
1194,2026-05-13,Laptop,Electronics,Kanpur,3,45550
1195,2026-01-14,Power Bank,Accessories,Varanasi,2,1370
1196,2026-04-23,Tablet,Electronics,Prayagraj,4,15390
1197,2026-03-03,Notebook,Stationery,Raebareli,2,120
1198,2026-04-15,Laptop,Electronics,Raebareli,1,43760
1199,2026-01-31,Smartphone,Electronics,Varanasi,2,22000
1200,2026-05-11,Pen Pack,Stationery,Prayagraj,3,80
1201,2026-03-04,Power Bank,Accessories,Varanasi,4,1410
1202,2026-06-03,USB Cable,Accessories,Kanpur,5,360
1203,2026-03-12,Tablet,Electronics,Lucknow,4,15740
1204,2026-01-01,Office Chair,Furniture,Prayagraj,3,8690
1205,2026-06-18,Study Table,Furniture,Raebareli,4,6740
1206,2026-05-04,Power Bank,Accessories,Raebareli,3,1380
1207,2026-04-27,Office Chair,Furniture,Varanasi,3,8810
1208,2026-05-27,Pen Pack,Stationery,Kanpur,4,80
1209,2026-03-23,USB Cable,Accessories,Lucknow,4,360
1210,2026-06-19,USB Cable,Accessories,Varanasi,2,350
1211,2026-05-09,Laptop,Electronics,Kanpur,5,44240
1212,2026-01-26,Smartphone,Electronics,Varanasi,5,22900
1213,2026-04-15,Laptop,Electronics,Kanpur,2,43090
1214,2026-06-09,Keyboard,Accessories,Prayagraj,4,1220
1215,2026-04-08,Mouse,Accessories,Raebareli,3,710
1216,2026-01-10,Power Bank,Accessories,Raebareli,5,1340
1217,2026-02-28,Notebook,Stationery,Prayagraj,1,120
1218,2026-04-24,Smartphone,Electronics,Lucknow,2,22430
1219,2026-03-25,Laptop,Electronics,Lucknow,1,44070
1220,2026-02-07,Mouse,Accessories,Varanasi,2,700
1221,2026-02-13,Study Table,Furniture,Kanpur,2,6230
1222,2026-06-24,USB Cable,Accessories,Raebareli,2,350
1223,2026-03-01,Study Table,Furniture,Kanpur,4,6590
1224,2026-06-20,Power Bank,Accessories,Prayagraj,1,1460
1225,2026-06-23,Power Bank,Accessories,Prayagraj,5,1350
1226,2026-05-31,Power Bank,Accessories,Prayagraj,3,1420
1227,2026-04-27,USB Cable,Accessories,Prayagraj,3,340
1228,2026-01-28,USB Cable,Accessories,Varanasi,2,350
1229,2026-03-17,Mouse,Accessories,Raebareli,3,670
1230,2026-03-12,Notebook,Stationery,Varanasi,1,120
1231,2026-06-05,Notebook,Stationery,Lucknow,4,120
1232,2026-06-05,Keyboard,Accessories,Kanpur,3,1170
1233,2026-03-06,Headphones,Electronics,Raebareli,2,2530
1234,2026-03-21,Notebook,Stationery,Lucknow,4,110
1235,2026-01-24,Mouse,Accessories,Kanpur,3,690
1236,2026-02-21,USB Cable,Accessories,Kanpur,2,360
1237,2026-05-09,Mouse,Accessories,Raebareli,3,720
1238,2026-03-17,Keyboard,Accessories,Varanasi,3,1240
1239,2026-02-06,Power Bank,Accessories,Lucknow,2,1450
1240,2026-05-23,Pen Pack,Stationery,Varanasi,3,80
1241,2026-03-09,USB Cable,Accessories,Lucknow,5,340
1242,2026-05-30,Mouse,Accessories,Prayagraj,4,720
1243,2026-06-22,Mouse,Accessories,Lucknow,2,700
1244,2026-03-25,Study Table,Furniture,Raebareli,5,6320
1245,2026-06-29,Smartphone,Electronics,Varanasi,3,22330
1246,2026-01-12,Smartphone,Electronics,Kanpur,1,21570
1247,2026-01-25,Power Bank,Accessories,Lucknow,2,1450
1248,2026-04-27,Tablet,Electronics,Varanasi,3,16270
1249,2026-04-18,Pen Pack,Stationery,Raebareli,5,80
1250,2026-06-17,Tablet,Electronics,Varanasi,1,16530
1251,2026-03-13,Study Table,Furniture,Varanasi,1,6620
1252,2026-04-24,Headphones,Electronics,Varanasi,2,2590
1253,2026-05-20,Smartphone,Electronics,Prayagraj,3,21030
1254,2026-02-01,Keyboard,Accessories,Kanpur,4,1150
1255,2026-01-06,Headphones,Electronics,Raebareli,1,2570
1256,2026-05-25,Headphones,Electronics,Kanpur,2,2390
1257,2026-05-31,Office Chair,Furniture,Kanpur,2,8770
1258,2026-02-07,Headphones,Electronics,Prayagraj,5,2380
1259,2026-05-19,Tablet,Electronics,Kanpur,3,16480
1260,2026-02-03,Smartphone,Electronics,Lucknow,1,21690
1261,2026-03-24,Headphones,Electronics,Raebareli,1,2420
1262,2026-04-18,Laptop,Electronics,Kanpur,5,43260
1263,2026-04-25,Smartphone,Electronics,Varanasi,3,22030
1264,2026-05-09,Smartphone,Electronics,Varanasi,2,22980
1265,2026-03-19,Laptop,Electronics,Raebareli,4,45650
1266,2026-05-03,Laptop,Electronics,Lucknow,4,44670
1267,2026-04-24,Smartphone,Electronics,Varanasi,1,22880
1268,2026-02-07,Mouse,Accessories,Raebareli,1,670
1269,2026-05-21,Study Table,Furniture,Raebareli,3,6420
1270,2026-03-17,Study Table,Furniture,Raebareli,4,6500
1271,2026-06-29,USB Cable,Accessories,Lucknow,1,360
1272,2026-02-25,Notebook,Stationery,Raebareli,4,120
1273,2026-03-28,Headphones,Electronics,Varanasi,4,2470
1274,2026-03-22,Pen Pack,Stationery,Lucknow,4,80
1275,2026-02-09,Keyboard,Accessories,Prayagraj,4,1150
1276,2026-04-21,Smartphone,Electronics,Lucknow,1,22540
1277,2026-05-23,Mouse,Accessories,Kanpur,1,710
1278,2026-03-26,Office Chair,Furniture,Raebareli,1,8420
1279,2026-01-14,Notebook,Stationery,Varanasi,3,120
1280,2026-05-28,Mouse,Accessories,Lucknow,5,680
1281,2026-02-27,Notebook,Stationery,Varanasi,1,120
1282,2026-01-30,Office Chair,Furniture,Prayagraj,3,8560
1283,2026-06-09,USB Cable,Accessories,Raebareli,5,360
1284,2026-06-05,Office Chair,Furniture,Lucknow,3,8100
1285,2026-03-28,Keyboard,Accessories,Prayagraj,3,1140
1286,2026-06-18,Tablet,Electronics,Raebareli,4,15310
1287,2026-01-24,Pen Pack,Stationery,Lucknow,5,80
1288,2026-03-29,USB Cable,Accessories,Varanasi,2,350
1289,2026-05-26,Pen Pack,Stationery,Prayagraj,5,80
1290,2026-02-10,Laptop,Electronics,Kanpur,5,42970
1291,2026-04-24,Smartphone,Electronics,Prayagraj,4,21970
1292,2026-03-11,Power Bank,Accessories,Varanasi,2,1440
1293,2026-04-21,Smartphone,Electronics,Prayagraj,1,21520
1294,2026-05-05,Notebook,Stationery,Raebareli,5,120
1295,2026-04-12,Laptop,Electronics,Kanpur,5,43000
1296,2026-02-24,Headphones,Electronics,Prayagraj,2,2570
1297,2026-01-31,Keyboard,Accessories,Prayagraj,1,1200
1298,2026-02-03,USB Cable,Accessories,Kanpur,4,350
1299,2026-05-24,Headphones,Electronics,Raebareli,3,2390
1300,2026-04-22,Pen Pack,Stationery,Lucknow,1,80
1301,2026-05-28,Smartphone,Electronics,Prayagraj,4,22160
1302,2026-03-16,Pen Pack,Stationery,Varanasi,1,80
1303,2026-06-08,Mouse,Accessories,Kanpur,4,720
1304,2026-04-22,Mouse,Accessories,Lucknow,1,680
1305,2026-05-15,Study Table,Furniture,Varanasi,1,6430
1306,2026-02-26,Keyboard,Accessories,Prayagraj,3,1230
1307,2026-06-12,Smartphone,Electronics,Raebareli,1,22070
1308,2026-03-31,Headphones,Electronics,Prayagraj,2,2430
1309,2026-02-20,Tablet,Electronics,Prayagraj,2,16160
1310,2026-02-15,Notebook,Stationery,Lucknow,4,120
1311,2026-04-25,Study Table,Furniture,Raebareli,5,6590
1312,2026-06-10,Study Table,Furniture,Prayagraj,3,6270
1313,2026-04-24,Smartphone,Electronics,Varanasi,3,22650
1314,2026-04-01,Study Table,Furniture,Lucknow,5,6220
1315,2026-01-10,Power Bank,Accessories,Varanasi,1,1380
1316,2026-06-15,Keyboard,Accessories,Lucknow,1,1210
1317,2026-04-29,Office Chair,Furniture,Varanasi,5,8550
1318,2026-04-26,Pen Pack,Stationery,Lucknow,5,80
1319,2026-05-02,Mouse,Accessories,Raebareli,5,680
1320,2026-01-27,Laptop,Electronics,Varanasi,3,47170
1321,2026-06-15,Smartphone,Electronics,Raebareli,2,20990
1322,2026-04-23,Pen Pack,Stationery,Varanasi,5,80
1323,2026-04-06,Tablet,Electronics,Prayagraj,3,15820
1324,2026-01-14,Mouse,Accessories,Raebareli,3,670
1325,2026-06-23,Smartphone,Electronics,Raebareli,4,21530
1326,2026-02-08,Pen Pack,Stationery,Raebareli,3,80
1327,2026-03-31,Notebook,Stationery,Kanpur,3,130
1328,2026-02-03,Pen Pack,Stationery,Varanasi,5,80
1329,2026-05-24,Smartphone,Electronics,Prayagraj,4,22320
1330,2026-06-21,Mouse,Accessories,Kanpur,5,670
1331,2026-05-11,Notebook,Stationery,Varanasi,3,110
1332,2026-02-24,Keyboard,Accessories,Kanpur,3,1250
1333,2026-02-27,Power Bank,Accessories,Kanpur,2,1350
1334,2026-05-10,Keyboard,Accessories,Lucknow,5,1240
1335,2026-06-19,Office Chair,Furniture,Lucknow,3,8820
1336,2026-06-02,Study Table,Furniture,Kanpur,4,6280
1337,2026-02-12,Tablet,Electronics,Raebareli,4,15270
1338,2026-04-24,Mouse,Accessories,Kanpur,5,680
1339,2026-03-01,Pen Pack,Stationery,Varanasi,5,80
1340,2026-04-05,Power Bank,Accessories,Kanpur,5,1470
1341,2026-04-08,Power Bank,Accessories,Prayagraj,5,1400
1342,2026-06-04,Tablet,Electronics,Kanpur,2,16600
1343,2026-04-06,Laptop,Electronics,Varanasi,5,46950
1344,2026-02-01,Pen Pack,Stationery,Raebareli,3,80
1345,2026-04-26,Tablet,Electronics,Prayagraj,5,15440
1346,2026-02-26,USB Cable,Accessories,Lucknow,4,360
1347,2026-01-14,Laptop,Electronics,Varanasi,4,45010
1348,2026-01-21,Headphones,Electronics,Varanasi,3,2430
1349,2026-06-16,Mouse,Accessories,Lucknow,3,720
1350,2026-03-15,Tablet,Electronics,Lucknow,4,16310
1351,2026-04-25,Tablet,Electronics,Varanasi,5,15210
1352,2026-03-07,Smartphone,Electronics,Lucknow,2,22740
1353,2026-05-16,Office Chair,Furniture,Raebareli,4,8170
1354,2026-03-19,Keyboard,Accessories,Kanpur,1,1150
1355,2026-04-28,USB Cable,Accessories,Raebareli,1,340
1356,2026-05-18,Power Bank,Accessories,Raebareli,1,1420
1357,2026-02-06,Study Table,Furniture,Kanpur,3,6450
1358,2026-03-03,Study Table,Furniture,Prayagraj,5,6450
1359,2026-05-15,Notebook,Stationery,Lucknow,3,110
1360,2026-05-10,Office Chair,Furniture,Raebareli,5,8550
1361,2026-01-12,USB Cable,Accessories,Varanasi,4,370
1362,2026-04-02,Keyboard,Accessories,Lucknow,1,1180
1363,2026-05-29,Pen Pack,Stationery,Lucknow,3,80
1364,2026-03-28,Mouse,Accessories,Raebareli,2,720
1365,2026-06-28,Notebook,Stationery,Varanasi,4,120
1366,2026-04-28,Tablet,Electronics,Lucknow,1,15670
1367,2026-01-11,Laptop,Electronics,Kanpur,3,46950
1368,2026-05-20,Office Chair,Furniture,Varanasi,4,8290
1369,2026-03-15,Notebook,Stationery,Kanpur,3,120
1370,2026-03-11,Laptop,Electronics,Prayagraj,1,46350
1371,2026-04-23,USB Cable,Accessories,Varanasi,4,340
1372,2026-06-27,Tablet,Electronics,Varanasi,4,15790
1373,2026-01-22,Office Chair,Furniture,Prayagraj,4,8140
1374,2026-05-20,Study Table,Furniture,Kanpur,3,6380
1375,2026-06-19,Smartphone,Electronics,Prayagraj,3,21570
1376,2026-02-12,Study Table,Furniture,Varanasi,4,6400
1377,2026-06-07,Laptop,Electronics,Prayagraj,4,43990
1378,2026-06-21,Laptop,Electronics,Lucknow,4,44380
1379,2026-01-08,Pen Pack,Stationery,Kanpur,2,80
1380,2026-01-09,Notebook,Stationery,Varanasi,2,110
1381,2026-04-03,Notebook,Stationery,Prayagraj,4,130
1382,2026-02-09,Laptop,Electronics,Raebareli,4,47020
1383,2026-01-20,Mouse,Accessories,Varanasi,5,670
1384,2026-03-22,Mouse,Accessories,Varanasi,3,680
1385,2026-02-17,Smartphone,Electronics,Lucknow,4,22040
1386,2026-03-09,Office Chair,Furniture,Lucknow,3,8670
1387,2026-03-15,Headphones,Electronics,Raebareli,4,2430
1388,2026-04-26,Tablet,Electronics,Lucknow,2,16640
1389,2026-06-24,Power Bank,Accessories,Lucknow,3,1420
1390,2026-05-21,Pen Pack,Stationery,Lucknow,5,80
1391,2026-06-29,Keyboard,Accessories,Kanpur,2,1240
1392,2026-02-01,Office Chair,Furniture,Kanpur,2,8750
1393,2026-01-07,Headphones,Electronics,Varanasi,3,2510
1394,2026-05-22,Mouse,Accessories,Varanasi,2,710
1395,2026-03-21,Smartphone,Electronics,Lucknow,4,23100
1396,2026-05-15,Pen Pack,Stationery,Varanasi,4,80
1397,2026-02-02,Study Table,Furniture,Lucknow,3,6590
1398,2026-06-24,Power Bank,Accessories,Varanasi,5,1380
1399,2026-02-16,Office Chair,Furniture,Raebareli,2,8440
1400,2026-05-13,Laptop,Electronics,Lucknow,2,44120
1401,2026-02-27,Tablet,Electronics,Prayagraj,3,16720
1402,2026-01-21,Office Chair,Furniture,Prayagraj,3,8240
1403,2026-02-02,Office Chair,Furniture,Prayagraj,3,8600
1404,2026-06-14,Smartphone,Electronics,Raebareli,2,22200
1405,2026-02-13,Study Table,Furniture,Kanpur,5,6640
1406,2026-05-25,Study Table,Furniture,Prayagraj,1,6710
1407,2026-01-12,Laptop,Electronics,Lucknow,5,43940
1408,2026-04-17,Headphones,Electronics,Raebareli,5,2530
1409,2026-03-16,Power Bank,Accessories,Raebareli,3,1400
1410,2026-03-18,Notebook,Stationery,Varanasi,4,110
1411,2026-04-23,Laptop,Electronics,Kanpur,4,44930
1412,2026-06-05,Headphones,Electronics,Prayagraj,2,2450
1413,2026-03-30,Pen Pack,Stationery,Prayagraj,4,80
1414,2026-05-24,Mouse,Accessories,Raebareli,1,690
1415,2026-03-10,Power Bank,Accessories,Lucknow,4,1360
1416,2026-03-16,Smartphone,Electronics,Lucknow,4,22800
1417,2026-02-10,USB Cable,Accessories,Kanpur,3,370
1418,2026-02-18,Pen Pack,Stationery,Prayagraj,2,80
1419,2026-05-08,Office Chair,Furniture,Varanasi,3,8500
1420,2026-05-10,Smartphone,Electronics,Varanasi,4,23030
1421,2026-04-01,Headphones,Electronics,Raebareli,1,2390
1422,2026-06-17,Power Bank,Accessories,Raebareli,4,1370
1423,2026-04-21,Laptop,Electronics,Lucknow,2,46720
1424,2026-04-14,Pen Pack,Stationery,Prayagraj,3,80
1425,2026-05-24,Laptop,Electronics,Raebareli,2,44380
1426,2026-04-09,Keyboard,Accessories,Lucknow,5,1190
1427,2026-06-09,Office Chair,Furniture,Prayagraj,5,8180
1428,2026-04-06,Smartphone,Electronics,Varanasi,3,22130
1429,2026-02-20,Mouse,Accessories,Kanpur,5,700
1430,2026-01-12,Office Chair,Furniture,Lucknow,1,8190
1431,2026-05-13,Mouse,Accessories,Varanasi,4,680
1432,2026-03-25,Office Chair,Furniture,Kanpur,5,8350
1433,2026-03-18,USB Cable,Accessories,Raebareli,5,340
1434,2026-05-06,Office Chair,Furniture,Raebareli,5,8330
1435,2026-03-26,Laptop,Electronics,Prayagraj,1,47160
1436,2026-06-26,Study Table,Furniture,Prayagraj,1,6560
1437,2026-05-28,Keyboard,Accessories,Raebareli,2,1230
1438,2026-02-13,Study Table,Furniture,Varanasi,5,6580
1439,2026-02-07,Study Table,Furniture,Varanasi,2,6200
1440,2026-02-18,Pen Pack,Stationery,Lucknow,1,80
1441,2026-04-16,USB Cable,Accessories,Kanpur,2,350
1442,2026-01-16,Study Table,Furniture,Varanasi,2,6510
1443,2026-06-19,Office Chair,Furniture,Prayagraj,4,8520
